"","BEGIN_DAY","BEGIN_TIME","END_DAY","END_TIME","STATE","MONTH_NAME","EVENT_TYPE","INJURIES","DEATHS","DAMAGE_PROPERTY","DAMAGE_CROPS","MAGNITUDE"
"443",9,2035,9,2045,"42","3","42","No","No","Low","Low",56
"444",9,2054,9,2100,"42","3","19","No","No","Low","Low",1
"445",9,2056,9,2100,"42","3","42","No","No","Low","Low",65
"446",9,2117,9,2120,"42","3","42","No","No","Low","Low",60
"447",9,2105,9,2110,"42","3","42","No","No","Low","Low",55
"448",9,2140,9,2150,"42","3","19","No","No","Low","Low",1
"449",9,2140,9,2150,"42","3","19","No","No","Low","Low",1.75
"450",9,2145,9,2150,"42","3","42","No","No","Low","Low",56
"451",26,1555,26,1555,"4","4","14","No","No","Low","Low",0
"452",26,1635,26,1635,"4","4","19","No","No","Low","Low",0.75
"453",26,835,26,835,"4","4","42","No","No","Low","Low",52
"454",29,1052,29,1052,"4","4","42","No","No","Low","Low",52
"455",26,824,26,824,"4","4","19","No","No","Low","Low",1
"456",26,830,26,830,"4","4","42","No","No","Low","Low",52
"457",26,833,26,833,"4","4","42","No","No","Low","Low",61
"458",26,840,26,840,"4","4","19","No","No","Low","Low",1
"459",26,815,26,815,"4","4","19","No","No","Low","Low",1
"460",26,820,26,820,"4","4","19","No","No","Low","Low",0.88
"461",15,1858,15,1858,"43","1","19","No","No","Low","Low",3
"462",15,1756,15,1756,"43","1","19","No","No","Low","Low",2.5
"463",15,1825,15,1825,"43","1","19","No","No","Low","Low",1
"464",15,1846,15,1846,"43","1","19","No","No","Low","Low",1.5
"465",15,1855,15,1855,"43","1","19","No","No","Low","Low",2
"466",18,1900,19,200,"35","11","15","No","No","Low","Low",0
"467",7,319,7,319,"42","3","41","No","No","Low","Low",35
"468",30,648,30,648,"4","6","19","No","No","Low","Low",0.75
"469",8,0,28,0,"5","10","47","Yes","Yes","Medium","Low",0
"470",3,557,3,557,"5","10","24","No","No","Low","Low",62
"471",6,2100,6,2100,"9","1","42","No","No","Low","Low",45
"472",7,145,7,145,"9","1","42","No","No","Low","Low",50
"473",6,2100,6,2100,"9","1","42","No","No","Low","Low",45
"474",21,1440,21,1440,"10","1","42","No","No","Low","Low",50
"475",21,1440,21,1440,"10","1","42","No","No","Low","Low",50
"476",21,1505,21,1505,"10","1","42","No","No","Low","Low",50
"477",21,1530,21,1530,"10","1","42","No","No","Low","Low",45
"478",7,130,7,132,"9","1","43","No","No","Low","Low",0
"479",23,1840,23,1840,"43","5","19","No","No","Low","Low",1.75
"480",23,1855,23,1905,"43","5","19","No","No","Low","Low",1
"481",23,1928,23,1934,"43","5","42","No","No","Low","Low",51
"482",25,1555,25,1625,"6","7","21","No","No","Low","Low",0
"483",25,1800,25,1930,"6","7","14","No","No","Low","Low",0
"484",18,2215,18,2315,"35","5","15","No","No","Low","Low",0
"485",19,1406,19,1408,"14","5","42","No","No","Low","Low",50
"486",19,1440,19,1442,"14","5","42","No","No","Low","Low",50
"487",19,1535,19,1537,"17","5","19","No","No","Low","Low",1
"488",19,1715,19,1717,"17","5","42","No","No","Low","Low",50
"489",23,1922,23,1926,"43","5","19","No","No","Low","Low",1.5
"490",8,135,8,815,"43","12","17","No","No","Low","Low",0
"491",8,335,8,655,"43","12","17","No","No","Low","Low",0
"492",18,1900,19,1600,"35","11","15","No","No","Low","Low",0
"493",8,600,8,900,"43","12","17","No","No","Low","Low",0
"494",1,738,1,738,"35","5","42","No","No","Low","Low",50
"495",1,1005,1,1007,"35","5","42","No","No","Low","Low",50
"496",5,1100,5,1200,"35","5","15","No","No","Low","Low",0
"497",4,2126,4,2126,"51","6","34","No","No","Low","Low",58
"498",5,1459,5,1459,"51","6","34","No","No","Low","Low",37
"499",5,1454,5,1454,"46","6","21","No","No","Low","Low",0
"500",5,1540,5,1540,"46","6","21","No","No","Low","Low",0
"501",5,1605,5,1605,"46","6","21","No","No","Low","Low",0
"502",5,1700,5,1700,"46","6","21","No","No","Low","Low",0
"503",8,200,8,800,"43","12","17","No","No","Low","Low",0
"504",1,0,11,2359,"43","12","9","No","No","Low","Low",0
"505",22,500,22,500,"51","5","34","No","No","Low","Low",34
"506",22,449,22,455,"51","5","34","No","No","Low","Low",37
"507",23,1800,23,1808,"43","5","19","No","No","Low","Low",1.5
"508",23,1818,23,1820,"43","5","19","No","No","Low","Low",2.5
"509",8,0,8,1000,"43","12","22","No","No","Low","Low",0
"510",8,130,8,1100,"43","12","22","No","No","Low","Low",0
"511",8,500,8,1000,"43","12","17","No","No","Low","Low",0
"512",4,2100,4,2100,"46","6","42","No","No","Low","Low",50
"513",4,2124,4,2124,"51","6","34","No","No","Low","Low",50
"514",27,1716,27,1718,"35","5","42","No","No","Low","Low",50
"515",27,1715,27,1717,"35","5","19","No","No","Low","Low",1
"516",28,2100,28,2130,"14","5","15","No","No","Low","Low",0
"517",8,0,8,900,"43","12","22","No","No","Low","Low",0
"518",21,2218,21,2218,"51","1","34","No","No","Low","Low",39
"519",21,2228,21,2228,"51","1","34","No","No","Low","Low",36
"520",20,1542,20,1544,"35","5","19","No","No","Low","Low",1
"521",20,1730,20,1830,"17","5","14","No","No","Low","Low",0
"522",20,2000,20,2100,"17","5","14","No","No","Low","Low",0
"523",24,1830,24,1900,"17","5","14","No","No","Low","Low",0
"524",24,1830,24,1900,"17","5","15","No","No","Low","Low",0
"525",24,1845,24,1915,"17","5","14","No","No","Low","Low",0
"526",27,1715,27,1745,"17","5","14","No","No","Low","Low",0
"527",27,1614,27,1616,"17","5","19","No","No","Low","Low",1.75
"528",27,1542,27,1544,"17","5","19","No","No","Low","Low",0.88
"529",27,1815,27,1845,"35","5","14","No","No","Low","Low",0
"530",27,1745,27,1815,"35","5","14","No","No","Low","Low",0
"531",20,1357,20,1359,"35","5","42","No","No","Low","Low",45
"532",20,1523,20,1525,"35","5","19","No","No","Low","Low",0.88
"533",16,1840,16,1840,"38","9","15","No","No","Low","Low",0
"534",19,1700,19,1700,"51","6","34","No","No","Low","Low",40
"535",18,1800,19,2000,"35","11","15","No","No","Low","Low",0
"536",29,1420,29,1420,"4","4","42","No","No","Low","Low",61
"537",4,1655,4,1655,"43","6","42","No","No","Low","Low",70
"538",29,1745,29,1745,"4","4","19","No","No","Low","Low",1
"539",29,1825,29,1825,"4","4","42","No","No","Low","Low",52
"540",21,2218,21,2218,"51","1","34","No","No","Low","Low",40
"541",6,1404,6,1404,"20","4","42","No","No","Low","Low",52
"542",29,1555,29,1555,"4","4","42","No","No","Low","Low",52
"543",29,1645,29,1645,"4","4","14","No","No","Low","Low",0
"544",29,1728,29,1728,"4","4","19","No","No","Low","Low",1
"545",6,1915,6,1915,"51","4","34","No","No","Low","Low",55
"546",10,640,10,645,"13","4","19","No","No","Low","Low",1.75
"547",9,2315,9,2315,"49","4","19","No","No","Low","Low",0.75
"548",20,130,20,130,"26","11","24","No","No","Low","Low",70
"549",20,415,20,415,"26","11","24","No","No","Low","Low",62
"550",5,2030,5,2030,"17","4","42","No","No","Low","Low",50
"551",22,1340,22,1340,"9","1","19","No","No","Low","Low",1
"552",10,300,10,2000,"21","3","48","No","No","Low","Low",0
"553",10,500,10,1800,"39","3","48","No","No","Low","Low",0
"554",10,500,10,1800,"39","3","48","No","No","Low","Low",0
"555",1,0,31,2359,"7","3","9","No","No","Low","Low",0
"556",1,0,31,2359,"7","3","9","No","No","Low","Low",0
"557",2,500,2,1500,"21","3","24","No","No","Low","Low",52
"558",2,500,2,1500,"21","3","24","No","No","Low","Low",52
"559",14,230,14,2200,"7","3","48","No","No","Low","Low",0
"560",14,215,14,2000,"7","3","48","No","No","Low","Low",0
"561",14,200,14,2045,"7","3","48","No","No","Low","Low",0
"562",11,400,11,1000,"42","3","49","No","No","Low","Low",0
"563",21,110,21,900,"2","1","24","No","No","Low","Low",73
"564",11,400,11,1000,"42","3","49","No","No","Low","Low",0
"565",11,400,11,1000,"42","3","49","No","No","Low","Low",0
"566",27,1524,27,1535,"42","3","19","No","No","Low","Low",1
"567",27,1541,27,1550,"42","3","19","No","No","Low","Low",1
"568",27,1552,27,1600,"42","3","19","No","No","Low","Low",1
"569",27,1600,27,1610,"42","3","19","No","No","Low","Low",1.5
"570",27,1600,27,1610,"42","3","19","No","No","Low","Low",1.75
"571",22,745,22,745,"10","1","42","No","No","Low","Low",50
"572",22,755,22,755,"10","1","42","No","No","Low","Low",50
"573",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"574",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"575",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"576",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"577",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"578",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"579",27,1610,27,1620,"42","3","19","No","No","Low","Low",1.75
"580",27,1615,27,1620,"42","3","19","No","No","Low","Low",1.5
"581",27,1628,27,1635,"42","3","19","No","No","Low","Low",2
"582",27,1620,27,1625,"42","3","19","No","No","Low","Low",1
"583",27,1633,27,1638,"42","3","19","No","No","Low","Low",1.5
"584",10,400,10,1700,"39","3","48","No","No","Low","Low",0
"585",22,500,22,2100,"21","3","24","No","No","Low","Low",50
"586",22,500,22,2100,"21","3","24","No","No","Low","Low",50
"587",22,500,22,2100,"21","3","24","No","No","Low","Low",50
"588",22,500,22,2100,"21","3","41","No","No","Low","Low",45
"589",2,500,2,1500,"21","3","24","No","No","Low","Low",50
"590",22,1345,22,1345,"9","1","19","No","No","Low","Low",0.75
"591",9,2145,9,2150,"42","3","19","No","No","Low","Low",2.5
"592",9,2150,9,2155,"42","3","42","No","No","Low","Low",55
"593",9,2200,9,2205,"42","3","42","No","No","Low","Low",50
"594",27,1645,27,1655,"42","3","19","No","No","Low","Low",2
"595",27,1702,27,1710,"42","3","19","No","No","Low","Low",1.5
"596",27,1809,27,1815,"42","3","19","No","No","Low","Low",0.75
"597",27,1810,27,1820,"42","3","19","No","No","Low","Low",1
"598",27,1810,27,1820,"42","3","19","No","No","Low","Low",1.5
"599",22,500,22,2100,"21","3","41","No","No","Low","Low",43
"600",2,500,2,1500,"21","3","41","No","No","Low","Low",45
"601",2,500,2,1500,"21","3","41","No","No","Low","Low",43
"602",2,500,2,1500,"21","3","41","No","No","Low","Low",44
"603",2,500,2,1500,"21","3","24","No","No","Low","Low",50
"604",2,500,2,1500,"21","3","41","No","No","Low","Low",46
"605",2,500,2,1500,"21","3","41","No","No","Low","Low",44
"606",22,1645,22,1645,"10","1","42","No","No","Low","Low",50
"607",22,1645,22,1645,"10","1","42","No","No","Low","Low",50
"608",18,1500,19,600,"2","1","48","No","No","Low","Low",0
"609",2,500,2,1500,"21","3","24","No","No","Low","Low",35
"610",2,500,2,1500,"21","3","24","No","No","Low","Low",50
"611",2,500,2,1500,"21","3","24","No","No","Low","Low",50
"612",2,500,2,1500,"21","3","41","No","No","Low","Low",45
"613",2,500,2,1500,"7","3","24","No","No","Low","Low",37
"614",10,300,10,2000,"21","3","48","No","No","Low","Low",0
"615",22,1430,22,1430,"9","1","19","No","No","Low","Low",0.75
"616",22,500,22,2100,"21","3","41","No","No","Low","Low",43
"617",22,500,22,2100,"21","3","41","No","No","Low","Low",43
"618",22,500,22,2100,"21","3","41","No","No","Low","Low",45
"619",22,500,22,2100,"21","3","41","No","No","Low","Low",41
"620",10,300,10,2000,"21","3","48","No","No","Low","Low",0
"621",22,1935,22,1935,"9","1","19","No","No","Low","Low",1
"622",22,1935,22,1935,"9","1","19","No","No","Low","Low",1
"623",22,1500,22,1500,"9","1","42","No","No","Low","Low",45
"624",9,2300,10,700,"48","2","5","No","No","Low","Low",0
"625",9,2300,10,700,"20","2","5","No","No","Low","Low",0
"626",12,1700,13,500,"20","2","24","No","No","Low","Low",51
"627",12,1600,13,700,"48","2","24","No","No","Low","Low",50
"628",22,1900,22,1900,"9","1","42","No","No","Low","Low",50
"629",22,1830,22,1830,"10","1","18","No","No","Low","Low",0
"630",22,1715,22,1715,"10","1","19","No","No","Low","Low",0.75
"631",9,2215,9,2220,"42","3","19","No","No","Low","Low",1.5
"632",9,2205,9,2210,"42","3","42","No","No","Low","Low",55
"633",9,2216,9,2220,"42","3","42","No","No","Low","Low",55
"634",12,1900,12,2100,"48","2","41","No","No","Low","Low",48
"635",25,35,25,35,"35","2","42","No","No","Low","Low",50
"636",12,2000,13,500,"38","2","41","No","No","Low","Low",39
"637",1,405,1,555,"50","3","24","No","No","Low","Low",35
"638",1,945,1,1645,"50","3","24","No","No","Low","Low",57
"639",1,345,1,525,"50","3","24","No","No","Low","Low",35
"640",22,1929,22,1929,"9","1","19","No","No","Low","Low",0.75
"641",24,600,25,900,"2","1","48","No","No","Low","Low",0
"642",22,1905,22,1905,"10","1","19","No","No","Low","Low",1
"643",22,1826,22,1847,"10","1","43","No","No","Low","Low",0
"644",1,0,31,2359,"21","3","9","No","No","Low","Low",0
"645",1,0,31,2359,"21","3","9","No","No","Low","Low",0
"646",1,810,1,1610,"50","3","24","No","No","Low","Low",59
"647",22,1520,22,1520,"9","1","42","No","No","Low","Low",45
"648",22,1530,22,1530,"9","1","42","No","No","Low","Low",45
"649",22,1535,22,1535,"9","1","42","No","No","Low","Low",44
"650",22,1730,22,1730,"9","1","42","No","No","Low","Low",50
"651",22,1755,22,1755,"9","1","42","No","Yes","Low","Low",50
"652",22,1855,22,1855,"9","1","42","No","No","Low","Low",50
"653",22,1630,22,1630,"9","1","42","No","No","Low","Low",50
"654",22,1718,22,1718,"9","1","42","No","No","Low","Low",50
"655",23,2200,24,800,"2","1","22","No","No","Low","Low",0
"656",11,400,11,1000,"42","3","49","No","No","Low","Low",0
"657",11,1500,11,2000,"25","3","49","No","No","Low","Low",0
"658",11,1500,11,2000,"25","3","49","No","No","Low","Low",0
"659",11,400,11,1000,"42","3","49","No","No","Low","Low",0
"660",22,435,22,435,"10","1","42","No","No","Low","Low",50
"661",22,536,22,536,"10","1","42","No","No","Low","Low",50
"662",27,1445,27,1450,"4","3","19","No","No","Low","Low",1
"663",27,1105,27,1110,"42","3","19","No","No","Low","Low",0.88
"664",1,0,31,2359,"21","3","9","No","No","Low","Low",0
"665",1,0,21,1159,"21","3","9","No","No","Low","Low",0
"666",1,0,31,2359,"21","3","9","No","No","Low","Low",0
"667",22,550,22,550,"10","1","42","No","No","Low","Low",50
"668",22,744,22,744,"10","1","42","No","No","Low","Low",50
"669",21,1449,21,1455,"42","3","19","No","No","Low","Low",1
"670",27,1345,27,1350,"4","3","19","No","No","Low","Low",1
"671",27,1402,27,1407,"4","3","19","No","No","Low","Low",1
"672",1,1335,1,1835,"50","3","24","No","No","Low","Low",35
"673",1,1300,1,1530,"50","3","24","No","No","Low","Low",35
"674",1,900,1,2000,"50","3","24","No","No","Low","Low",35
"675",22,500,22,2100,"21","3","41","No","No","Low","Low",39
"676",22,500,22,2100,"21","3","41","No","No","Low","Low",41
"677",22,500,22,2000,"7","3","41","Yes","Yes","Low","Low",43
"678",22,500,22,2000,"7","3","41","No","No","Low","Low",43
"679",14,200,14,2045,"7","3","48","No","No","Low","Low",0
"680",7,1300,7,1600,"37","3","24","No","No","Low","Low",51
"681",15,0,15,1700,"47","3","21","No","No","Low","Low",0
"682",21,2240,21,2240,"36","10","42","No","No","Low","Low",57
"683",21,1741,21,1741,"43","10","19","No","No","Low","Low",1
"684",11,1500,11,2000,"4","3","49","No","No","Low","Low",0
"685",27,1152,27,1200,"42","3","19","No","No","Low","Low",0.88
"686",27,1221,27,1225,"42","3","19","No","No","Low","Low",0.75
"687",27,1250,27,1255,"42","3","19","No","No","Low","Low",1.5
"688",27,1300,27,1305,"42","3","19","No","No","Low","Low",0.88
"689",27,1325,27,1330,"42","3","19","No","No","Low","Low",1
"690",26,853,26,853,"4","4","42","No","No","Low","Low",52
"691",10,800,10,1800,"21","3","48","No","No","Low","Low",0
"692",14,200,14,2130,"7","3","48","No","No","Low","Low",0
"693",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"694",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"695",9,2219,9,2225,"42","3","42","No","No","Low","Low",55
"696",9,2221,9,2230,"42","3","19","No","No","Low","Low",1
"697",27,1335,27,1345,"42","3","19","No","No","Low","Low",1.5
"698",27,1521,27,1530,"42","3","19","No","No","Low","Low",1.5
"699",25,220,25,230,"24","3","42","No","No","Low","Low",50
"700",25,250,25,300,"24","3","42","No","No","Low","Low",55
"701",30,1600,30,1610,"42","3","19","No","No","Low","Low",0.88
"702",1,445,1,451,"42","3","42","No","No","Low","Low",78
"703",11,1500,11,2000,"4","3","49","No","No","Low","Low",0
"704",11,1500,11,2000,"4","3","49","No","No","Low","Low",0
"705",11,1600,11,2100,"4","3","49","No","No","Low","Low",0
"706",11,1600,11,2100,"4","3","49","No","No","Low","Low",0
"707",1,0,21,1159,"21","3","9","No","No","Low","Low",0
"708",1,0,21,1159,"21","3","9","No","No","Low","Low",0
"709",1,0,31,2359,"21","3","9","No","No","Low","Low",0
"710",1,0,31,2359,"21","3","9","No","No","Low","Low",0
"711",14,845,14,1635,"7","3","3","No","No","Low","Low",0
"712",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"713",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"714",11,1700,11,2200,"42","3","49","No","No","Low","Low",0
"715",9,2220,9,2230,"42","3","19","No","No","Low","Low",1
"716",9,2340,9,2345,"42","3","42","No","No","Low","Low",50
"717",9,2327,9,2335,"42","3","42","No","No","Low","Low",78
"718",21,1344,21,1350,"42","3","19","No","No","Low","Low",1.75
"719",21,1403,21,1410,"42","3","19","No","No","Low","Low",0.88
"720",10,1600,11,300,"32","1","41","No","No","Low","Low",43
"721",10,1600,11,300,"32","1","41","No","No","Low","Low",43
"722",10,1600,11,300,"45","1","24","No","No","Low","Low",52
"723",10,1800,11,300,"45","1","41","No","No","Low","Low",39
"724",13,600,14,600,"25","1","26","No","No","Low","Low",0
"725",10,1800,11,300,"45","1","41","No","No","Low","Low",39
"726",10,1800,11,300,"45","1","41","No","No","Low","Low",39
"727",10,1800,11,300,"45","1","41","No","No","Low","Low",39
"728",10,1800,11,300,"45","1","41","No","No","Low","Low",39
"729",22,447,22,454,"10","1","43","No","No","Low","Low",0
"730",22,1647,22,1654,"10","1","43","No","No","Low","Low",0
"731",22,1935,22,1935,"51","1","30","No","No","Low","Low",1
"732",22,1938,22,1938,"51","1","34","No","No","Low","Low",35
"733",22,1938,22,1938,"51","1","34","No","No","Low","Low",37
"734",22,1940,22,1940,"51","1","34","No","No","Low","Low",44
"735",10,1600,11,200,"32","1","24","No","No","Low","Low",54
"736",10,1600,11,200,"32","1","24","No","No","Low","Low",50
"737",10,1600,11,300,"32","1","41","No","No","Low","Low",43
"738",22,1614,22,1614,"51","1","34","No","No","Low","Low",39
"739",22,552,22,558,"10","1","43","No","No","Low","Low",0
"740",28,1315,28,1500,"26","1","24","No","No","Low","Low",50
"741",7,157,7,157,"9","1","42","No","No","Low","Low",50
"742",21,1746,21,1746,"43","10","19","No","No","Low","Low",1
"743",10,1800,11,300,"45","1","41","No","No","Low","Low",39
"744",13,600,15,600,"25","1","26","No","No","Low","Low",0
"745",13,600,15,600,"25","1","26","No","No","Low","Low",0
"746",13,600,15,600,"25","1","26","No","No","Low","Low",0
"747",13,600,15,600,"25","1","26","No","No","Low","Low",0
"748",13,600,15,600,"25","1","26","No","No","Low","Low",0
"749",13,600,14,600,"25","1","26","No","No","Low","Low",0
"750",13,600,15,600,"25","1","26","No","No","Low","Low",0
"751",11,209,11,1937,"26","1","5","No","No","Low","Low",0
"752",11,432,11,903,"26","1","5","No","No","Low","Low",0
"753",11,221,11,1113,"26","1","5","No","No","Low","Low",0
"754",13,600,14,600,"25","1","26","No","No","Low","Low",0
"755",13,600,15,600,"25","1","26","No","No","Low","Low",0
"756",13,600,15,600,"25","1","26","No","No","Low","Low",0
"757",13,600,15,600,"25","1","26","No","No","Low","Low",0
"758",13,600,15,600,"25","1","26","No","No","Low","Low",0
"759",13,600,15,600,"25","1","26","No","No","Low","Low",0
"760",13,600,15,600,"25","1","26","No","No","Low","Low",0
"761",13,600,14,600,"25","1","26","No","No","Low","Low",0
"762",8,1900,9,700,"12","2","26","No","No","Low","Low",0
